Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
22066090,"Time's Edge (The Chronos Files, #2)",Rysa Walker,"Walker, Rysa",,,,0,4.06,Skyscape,Kindle Edition,452,2014,2014,,2014/09/30,sci-fi,"to-read (#119), sci-fi (#74)",to-read,,,,,,,0,,,,,
17345242,The World of Ice & Fire: The Untold History of Westeros and the Game of Thrones,George R.R. Martin,"Martin, George R.R.","Elio M. García Jr., Linda Antonsson",553805444,9780553805444,0,4.18,Bantam,Hardcover,326,2014,2014,,2014/09/30,sci-fi,"to-read (#117), sci-fi (#73)",to-read,,,,,,,0,,,,,
61535,The Selfish Gene,Richard Dawkins,"Dawkins, Richard",,199291152,9780199291151,0,4.1,"Oxford University Press, USA",Paperback,360,2006,1976,,2012/04/20,math,"to-read (#40), math (#5)",to-read,,,,,,,0,,,,,
17995421,The n-Body Problem,Tony Burgess,"Burgess, Tony",,1771481633,9781771481632,0,3.06,ChiZine Publications,Paperback,200,2013,2013,,2014/01/17,math,to-read (#61),to-read,,,,,,,0,,,,,
18404243,Good Manners for Nice People Who Sometimes Say F*ck,Amy Alkon,"Alkon, Amy",,1250030714,9781250030719,0,3.16,St. Martin's Griffin,Paperback,304,2014,2014,,2014/05/30,fun,to-read (#78),to-read,,,,,,,0,,,,,
9226657,"Space Junque (Apocalypto, #1)",L.K. Rigel,"Rigel, L.K.",,,,0,3.16,Beastie Press,Kindle Edition,111,2010,2010,,2016/01/28,sci-fi,to-read (#188),to-read,,,,,,,0,,,,,
6484173,The Age of Ra,James Lovegrove,"Lovegrove, James",,184416747X,9781844167470,0,3.27,Solaris,Paperback,441,2009,2009,,2012/04/28,sci-fi,to-read (#29),to-read,,,,,,,0,,,,,
22813868,The Last Passenger,Manel Loureiro,"Loureiro, Manel",Andres Alfaro,,,0,3.28,AmazonCrossing,Kindle Edition,448,2015,2013,,2016/01/28,sci-fi,to-read (#178),to-read,,,,,,,0,,,,,
18757308,"Artificial Evil (The Techxorcist, #1)",Colin F. Barnes,"Barnes, Colin F.",,,,0,3.33,Anachron Press,Kindle Edition,272,2013,2012,,2016/01/28,sci-fi,to-read (#182),to-read,,,,,,,0,,,,,
24228189,The Gemini Effect,Chuck Grossart,"Grossart, Chuck",,,,0,3.34,47North,Kindle Edition,365,2015,2012,,2016/01/28,sci-fi,to-read (#171),to-read,,,,,,,0,,,,,
23348118,Chronicles Of Kilix,T.K. Chapin,"Chapin, T.K.",,1502720892,9781502720894,0,3.35,,Paperback,116,2014,2014,,2014/11/06,sci-fi,to-read (#125),to-read,,,,,,,0,,,,,
21981663,Zombies & Calculus,Colin Conrad Adams,"Adams, Colin Conrad",,691161909,9780691161907,0,3.36,Princeton University Press,Hardcover,228,2014,2014,,2014/08/23,fun,to-read (#98),to-read,,,,,,,0,,,,,
22913549,The Fire Seekers,Richard Farr,"Farr, Richard",,,,0,3.41,Skyscape,Kindle Edition,338,2014,2014,,2016/01/28,sci-fi,to-read (#179),to-read,,,,,,,0,,,,,
22800238,The Rise and Fall of Homo Economicus: The Myth of the Rational Human and the Chaotic Reality,Yannis Papadogiannis,"Papadogiannis, Yannis",,1499646674,9781499646672,0,3.42,CreateSpace Independent Publishing Platform,Paperback,296,2014,2012,,2014/12/30,math,to-read (#137),to-read,,,,,,,0,,,,,
20801785,Artful,Peter David,"David, Peter",,,,0,3.45,47North,Kindle Edition,290,2014,2014,,2014/06/19,sci-fi,to-read (#84),to-read,,,,,,,0,,,,,
22313665,Finding Zero: A Mathematician's Odyssey to Uncover the Origins of Numbers,Amir D. Aczel,"Aczel, Amir D.",,1137279842,9781137279842,0,3.45,St. Martin's Press,Hardcover,256,2015,2015,,2014/12/30,math,to-read (#141),to-read,,,,,,,0,,,,,
16278318,Armada,Ernest Cline,"Cline, Ernest",,804137250,9780804137256,0,3.46,Crown Publishing ,Hardcover,349,2015,2015,,2015/07/08,sci-fi,to-read (#154),to-read,,,,,,,0,,,,,
8698253,"Forbidden the Stars (The Interstellar Age, #1)",Valmore Daniels,"Daniels, Valmore",,,,0,3.46,,Kindle Edition,277,,2010,,2016/01/28,sci-fi,to-read (#183),to-read,,,,,,,0,,,,,
17834909,"Shovel Ready (Spademan, #1)",Adam Sternbergh,"Sternbergh, Adam",,385348991,9780385348997,0,3.47,Crown,Hardcover,256,2014,2014,,2014/02/16,sci-fi,to-read (#68),to-read,,,,,,,0,,,,,
15843133,Math on Trial: How Numbers Get Used and Abused in the Courtroom,Leila Schneps,"Schneps, Leila",Coralie Colmez,465032923,9780465032921,0,3.49,Basic Books,Hardcover,272,2013,2013,,2013/08/26,math,to-read (#52),to-read,,,,,,,0,,,,,
18623113,SG - Suicide Game,Haidji,"Haidji, Haidji",,1492869201,9781492869207,0,3.51,Createspace,Paperback,358,2013,2013,,2014/04/09,sci-fi,to-read (#73),to-read,,,,,,,0,,,,,
24429934,The Einstein Prophecy,Robert Masello,"Masello, Robert",,,,0,3.52,47North,Kindle Edition,338,2015,2015,,2016/01/28,sci-fi,to-read (#164),to-read,,,,,,,0,,,,,
17672081,"The Biomass Revolution (The Tisaian Chronicles, #1)",Nicholas Sansbury Smith,"Smith, Nicholas Sansbury",,,,0,3.52,Nicholas Smith,Kindle Edition,281,2013,2013,,2014/08/24,sci-fi,to-read (#102),to-read,,,,,,,0,,,,,
20046882,Star Guild: Book One - Episode One (Star Guild Saga),Brandon Ellis,"Ellis, Brandon",,1494412977,9781494412975,0,3.52,Smashwords Edition,Paperback,54,2013,2013,,2014/01/17,sci-fi,to-read (#63),to-read,,,,,,,0,,,,,
18490706,"Artemis Awakening (Artemis Awakening, #1)",Jane Lindskold,"Lindskold, Jane",,076533710X,9780765337108,0,3.54,Tor Books,Hardcover,304,2014,2014,,2014/06/19,sci-fi,to-read (#83),to-read,,,,,,,0,,,,,
25700557,"Better World (Legacy Code, #0.5)",Autumn Kalquist,"Kalquist, Autumn",,069246851X,9780692468517,0,3.54,Diapason Publishing,Paperback,154,2015,2015,,2015/09/13,sci-fi,to-read (#156),to-read,,,,,,,0,,,,,
238558,A New Kind of Science,Stephen Wolfram,"Wolfram, Stephen",,1579550088,9781579550080,0,3.55,Wolfram Media,Hardcover,1197,2002,1997,,2016/01/29,math,to-read (#211),to-read,,,,,,,0,,,,,
25207141,(R)evolution (Phoenix Horizon #1),P.J. Manney,"Manney, P.J.",,,,0,3.56,47North,Kindle Edition,544,2015,,,2016/01/28,sci-fi,to-read (#170),to-read,,,,,,,0,,,,,
14990,Spook: Science Tackles the Afterlife,Mary Roach,"Roach, Mary",,393329127,9780393329124,0,3.56,W.W. Norton & Company (NYC),Paperback,311,2006,2005,,2012/04/20,math,to-read (#26),to-read,,,,,,,0,,,,,
16084652,Everflame,Dylan Lee Peters,"Peters, Dylan Lee",,,,0,3.56,Amazon Digital Services,Kindle Edition,260,2012,2012,,2016/01/28,sci-fi,to-read (#173),to-read,,,,,,,0,,,,,
21813339,Time Travel: Recent Trips,Paula Guran,"Guran, Paula","Kage Baker, Elizabeth Bear, Mary Robinette Kowal, Ken Liu, Sarah Monette, Kristine Kathryn Rusch, Howard Waldrop, James P. Blaylock",1607014343,9781607014348,0,3.57,Prime Books,Paperback,381,2014,2014,,2014/11/06,gen,to-read (#126),to-read,,,,,,,0,,,,,
21805378,Moving Day: A Thriller,Jonathan Stone,"Stone, Jonathan",,,,0,3.57,Thomas & Mercer,Kindle Edition,284,2014,2014,,2014/06/19,gen,to-read (#85),to-read,,,,,,,0,,,,,
17829053,The Man Who Watched The World End,Chris Dietzel,"Dietzel, Chris",,,,0,3.57,Chris Dietzel,Kindle Edition,259,2013,2013,,2016/01/28,sci-fi,to-read (#162),to-read,,,,,,,0,,,,,
13389603,Some of the Best from Tor.com: 2011 Edition,Patrick Nielsen Hayden,"Hayden, Patrick Nielsen","Liz Gorinsky, Harry Turtledove, Charlie Jane Anders, Michael Swanwick, James Alan Gardner, Matthew Sanborn Smith, Yoon Ha Lee, Paul Park, Nnedi Okorafor",,,0,3.57,Tor Books,Kindle Edition,206,2012,2012,,2016/01/29,sci-fi,to-read (#224),to-read,,,,,,,0,,,,,
18528347,"Resurrection, Inc.",Kevin J. Anderson,"Anderson, Kevin J.",,177041214X,9781770412149,0,3.58,ECW Press,Paperback,368,2014,1988,,2014/03/04,sci-fi,to-read (#71),to-read,,,,,,,0,,,,,
12992350,"The Fringe Worlds (Human Chronicles, #1)",T.R. Harris,"Harris, T.R.",,,,0,3.59,Harris Publications,Kindle Edition,171,2011,2011,,2014/08/24,sci-fi,to-read (#105),to-read,,,,,,,0,,,,,
21531886,Irregularity,Jared Shurin,"Shurin, Jared","Tiffani Angus, Adam Roberts, Henrietta Rose-Innes, James Smythe, M. Suddain, E.J. Swift, Howard Hardiman, Gary Northfield, Richard Dunn, Sophie Waring, Rose Biggin, Kim Curran, Richard de Nooy, Archie Black, Simon Guerrier, Nick Harkaway, Roger Luckhurst, Claire North",992817218,9780992817213,0,3.6,Jurassic London,Paperback,302,2014,2014,,2014/09/28,sci-fi,to-read (#114),to-read,,,,,,,0,,,,,
22521286,"The Paper Magician (The Paper Magician Trilogy, #1)",Charlie N. Holmberg,"Holmberg, Charlie N.",,,,0,3.6,47North,Kindle Edition,226,2014,2014,,2016/01/28,gen,to-read (#185),to-read,,,,,,,0,,,,,
18376701,"Fractal Standard Time (Chronopticus Chronicles, #1)",Michael Galloway,"Galloway, Michael",,984740252,9780984740253,0,3.6,Candlepower Publishing House,Paperback,92,2013,2013,,2014/12/30,sci-fi,to-read (#139),to-read,,,,,,,0,,,,,
23198675,"Meritropolis (Meritropolis, #1)",Joel Ohman,"Ohman, Joel",,150018960X,9781500189600,0,3.61,CreateSpace Independent Publishing Platform,Paperback,226,2014,2014,,2014/12/15,sci-fi,to-read (#133),to-read,,,,,,,0,,,,,
250924,"Make Lemonade (Make Lemonade, #1)",Virginia Euwer Wolff,"Wolff, Virginia Euwer",,805080708,9780805080704,0,3.62,Henry Holt and Company,Paperback,200,2006,1993,,2016/01/29,gen,to-read (#227),to-read,,,,,,,0,,,,,
22749719,Ghost Fleet: A Novel of the Next World War,P.W. Singer,"Singer, P.W.",August Cole,544142845,9780544142848,0,3.63,Eamon Dolan/Houghton Mifflin Harcourt,Hardcover,416,2015,2015,,2015/10/30,sci-fi,to-read (#160),to-read,,,,,,,0,,,,,
683072,"The Battle at the Moons of Hell (Helfort's War, #1)",Graham Sharp Paul,"Paul, Graham Sharp",,345495713,9780345495716,0,3.63,Del Rey,Mass Market Paperback,384,2007,2007,,2016/01/29,sci-fi,to-read (#191),to-read,,,,,,,0,,,,,
18364241,"Wanderer's Escape (Wanderer's Odyssey, #1)",Simon Goodson,"Goodson, Simon",,1491099798,9781491099797,0,3.63,Dark Soul Publishing Ltd,Paperback,266,2013,2013,,2014/03/04,sci-fi,to-read (#69),to-read,,,,,,,0,,,,,
13485992,"Breakers (Breakers, #1)",Edward W. Robertson,"Robertson, Edward W.",,,,0,3.64,,Kindle Edition,299,2012,2012,,2016/01/28,sci-fi,to-read (#168),to-read,,,,,,,0,,,,,
23328060,Hasten the Day: The First Year of the Balkanization of America,Billy Roper,"Roper, Billy",Doug Hanks,1502391058,9781502391056,0,3.64,Createspace,Paperback,178,2014,2014,,2014/11/06,sci-fi,to-read (#129),to-read,,,,,,,0,,,,,
154341,Wikinomics: How Mass Collaboration Changes Everything,Don Tapscott,"Tapscott, Don",Anthony D. Williams,1591841380,9781591841388,0,3.65,Penguin Group,Hardcover,324,2006,2006,,2016/01/29,math,to-read (#240),to-read,,,,,,,0,,,,,
15831624,Plague,Victor Methos,"Methos, Victor",,,,0,3.66,Victor Methos,Kindle Edition,333,2012,2012,,2014/08/24,sci-fi,to-read (#107),to-read,,,,,,,0,,,,,
15738789,Collapse (New America - Book 1),Richard Stephenson,"Stephenson, Richard",,,,3,3.67,Stepehenson & Powers Publishing House,Kindle Edition,456,2012,2012,,2014/08/24,sci-fi,to-read (#103),to-read,,,,,,,0,,,,,
1081413,Super Crunchers: Why Thinking-by-Numbers Is the New Way to Be Smart,Ian Ayres,"Ayres, Ian",,553805401,9780553805406,0,3.68,Bantam,Hardcover,272,2007,2007,,2016/01/29,math,to-read (#215),to-read,,,,,,,0,,,,,
23574696,The Devil Will Come,Glenn Cooper,"Cooper, Glenn",,,,0,3.69,Lascaux Media,Kindle Edition,321,2014,2011,,2016/01/28,gen,to-read (#165),to-read,,,,,,,0,,,,,
6314763,Orange Is the New Black,Piper Kerman,"Kerman, Piper",,385523386,9780385523387,0,3.69,Spiegel & Grau,Hardcover,298,2010,2010,,2015/10/28,gen,to-read (#159),to-read,,,,,,,0,,,,,
16682,Rocket Ship Galileo,Robert A. Heinlein,"Heinlein, Robert A.",,044101237X,9780441012374,0,3.69,Ace,Paperback,211,2004,1947,,2016/01/29,sci-fi,to-read (#223),to-read,,,,,,,0,,,,,
16127235,"The Darwin Elevator (Dire Earth Cycle, #1)",Jason M. Hough,"Hough, Jason M.",,345537122,9780345537126,0,3.7,Del Rey,Mass Market Paperback,472,2013,2013,,2013/07/31,sci-fi,to-read (#47),to-read,,,,,,,0,,,,,
16041555,"A Question of Will (The Aliomenti Saga, #1)",Alex Albrinck,"Albrinck, Alex",,,,0,3.7,,Kindle Edition,288,2012,2012,,2014/08/24,sci-fi,to-read (#108),to-read,,,,,,,0,,,,,
154291,The Essence of Chaos,Edward N. Lorenz,"Lorenz, Edward N.",,295975148,9780295975146,0,3.7,University of Washington Press,Paperback,240,1995,1993,,2016/01/29,math,to-read (#210),to-read,,,,,,,0,,,,,
20454074,The Marshmallow Test: Mastering Self-Control,Walter Mischel,"Mischel, Walter",,316230871,9780316230872,0,3.71,"Little, Brown and Company",Hardcover,336,2014,2014,,2014/08/23,philosophy,to-read (#96),to-read,,,,,,,0,,,,,
16153182,Cypherpunks: Freedom and the Future of the Internet,Julian Assange,"Assange, Julian","Jacob Appelbaum, Andy Müller-Maguhn, Jérémie Zimmermann",1939293006,9781939293008,0,3.71,OR Books,Paperback,192,2012,2012,,2014/06/19,math,to-read (#91),to-read,,,,,,,0,,,,,
12648435,Age of Aztec,James Lovegrove,"Lovegrove, James",,1907992812,9781907992810,0,3.72,Solaris,Mass Market Paperback,507,2012,2012,,2012/04/28,sci-fi,to-read (#31),to-read,,,,,,,0,,,,,
12972961,"Open Minds (Mindjack Trilogy, #1)",Susan Kaye Quinn,"Quinn, Susan Kaye",,,,0,3.72,Kindle Direct Publishing,Kindle Edition,338,2011,2011,,2014/08/24,sci-fi,to-read (#106),to-read,,,,,,,0,,,,,
12727768,"Open Minds (Mindjack Trilogy, #1)",Susan Kaye Quinn,"Quinn, Susan Kaye",,1466354267,9781466354265,0,3.72,CreateSpace,Paperback,326,2011,2011,,2015/05/05,sci-fi,to-read (#145),to-read,,,,,,,0,,,,,
24804346,Rumors of Glory (The System States Rebellion Book 1),Dietmar Wehr,"Wehr, Dietmar",Justin  Adams,,,0,3.72,Dietmar Arthur Wehr,Kindle Edition,193,2015,2015,,2016/01/28,sci-fi,to-read (#163),to-read,,,,,,,0,,,,,
8840819,Why Beliefs Matter: Reflections on the Nature of Science,E. Brian Davies,"Davies, E. Brian",,199586209,9780199586202,0,3.73,"Oxford University Press, USA",Hardcover,250,2010,2010,,2016/01/29,math,to-read (#232),to-read,,,,,,,0,,,,,
7234921,"Earth Strike (Star Carrier, #1)",Ian Douglas,"Douglas, Ian",,61840254,9780061840258,0,3.74,Harper Voyager,Paperback,368,2010,2010,,2016/01/29,sci-fi,to-read (#235),to-read,,,,,,,0,,,,,
21816682,"Living Well, Spending Less: 12 Secrets of the Good Life",Ruth Soukup,"Soukup, Ruth",,310337674,9780310337676,0,3.74,Zondervan,Paperback,237,2014,2014,,2016/01/28,gen,to-read (#176),to-read,,,,,,,0,,,,,
313998,Johnny Mnemonic,William Gibson,"Gibson, William",Terry Bisson,000224618X,9780002246187,0,3.74,HarperCollins,Hardcover,160,1996,1981,,2016/01/29,sci-fi,to-read (#229),to-read,,,,,,,0,,,,,
17408077,"After The Ending (The Ending, #1)",Lindsey Fairleigh,"Fairleigh, Lindsey",Lindsey Pogue,,,0,3.75,L2 Books,Kindle Edition,478,2013,2013,,2016/01/28,sci-fi,to-read (#174),to-read,,,,,,,0,,,,,
23197269,Aurora,Kim Stanley Robinson,"Robinson, Kim Stanley",,316098108,9780316098106,0,3.75,Orbit,Hardcover,466,2015,2015,,2015/07/17,sci-fi,to-read (#155),to-read,,,,,,,0,,,,,
9680114,"Pure (Pure, #1)",Julianna Baggott,"Baggott, Julianna",,1455503061,9781455503063,0,3.75,Grand Central Publishing,Hardcover,431,2012,2012,,2014/04/12,sci-fi,to-read (#76),to-read,,,,,,,0,,,,,
16755685,"Exodus (Exodus Trilogy, #1)",Andreas Christensen,"Christensen, Andreas",,,,0,3.75,,Kindle Edition,288,2012,2011,,2016/01/28,sci-fi,to-read (#166),to-read,,,,,,,0,,,,,
113830,Just and Unjust Wars: A Moral Argument With Historical Illustrations,Michael Walzer,"Walzer, Michael",,465037070,9780465037070,0,3.76,Basic Books,Paperback,400,2006,1976,,2016/01/29,philosophy,to-read (#241),to-read,,,,,,,0,,,,,
7775741,The Age of Odin,James Lovegrove,"Lovegrove, James",,1907519416,9781907519413,0,3.77,Solaris,Paperback,585,2010,2010,,2012/04/28,sci-fi,to-read (#30),to-read,,,,,,,0,,,,,
57375,"Foreign Legions (Earth Legions, #2)",David Drake,"Drake, David","David Weber, Mark L. Van Name, S.M. Stirling, Eric Flint",743435605,9780743435604,0,3.77,Baen,Paperback,384,2002,2001,,2012/03/18,sci-fi,to-read (#18),to-read,,,,,,,0,,,,,
3535568,"This Is Not a Game (Dagmar, #1)",Walter Jon Williams,"Williams, Walter Jon",,316003158,9780316003155,0,3.77,Orbit,Hardcover,369,2009,2009,,2016/01/29,sci-fi,to-read (#193),to-read,,,,,,,0,,,,,
2801440,Max and the Gatekeeper,James Todd Cochrane,"Cochrane, James Todd",Susan K. Szepanski,979720214,9780979720215,0,3.77,Dark Moon Publishing Inc.,Paperback,220,2007,2007,,2014/06/17,sci-fi,to-read (#82),to-read,,,,,,,0,,,,,
11754793,"Sisterhood of Dune (Schools of Dune, #1)",Brian Herbert,"Herbert, Brian",Kevin J. Anderson,765322730,9780765322739,0,3.78,Tor Books,Hardcover,496,2012,2011,,2014/01/17,sci-fi,to-read (#65),to-read,,,,,,,0,,,,,
22538964,The Empty Quarter,David L. Robbins,"Robbins, David L.",,,,0,3.78,Thomas & Mercer,Kindle Edition,384,2014,2014,,2014/08/24,gen,to-read (#104),to-read,,,,,,,0,,,,,
337133,Factoring Humanity,Robert J. Sawyer,"Sawyer, Robert J.",,812571290,9780812571295,0,3.78,Tor Science Fiction,Paperback,352,1999,1998,,2016/01/29,math,to-read (#231),to-read,,,,,,,0,,,,,
929638,"The First Casualty (Jump Universe, #1)",Mike Moscoe,"Moscoe, Mike",Mike Shepherd,441005934,9780441005932,0,3.78,Ace (MM),Paperback,325,1999,1999,,2014/06/09,sci-fi,to-read (#80),to-read,,,,,,,0,,,,,
18715656,The Einstein Theory of Relativity,Hendrik Antoon Lorentz,"Lorentz, Hendrik Antoon",,,,0,3.78,,Kindle Edition,59,2012,2010,,2014/06/19,math,to-read (#88),to-read,,,,,,,0,,,,,
6131709,"Principles of Food, Beverage, and Labor Cost Controls",Paul R. Dittmer,"Dittmer, Paul R.",J. Desmond Keefe III,471783471,9780471783473,0,3.79,Wiley,Hardcover,648,2008,1976,,2016/01/28,math,to-read (#189),to-read,,,,,,,0,,,,,
7495395,The Quants: How a New Breed of Math Whizzes Conquered Wall Street and Nearly Destroyed It,Scott Patterson,"Patterson, Scott",,307453375,9780307453372,0,3.79,Crown Business,Hardcover,352,2010,2010,,2016/01/29,math,to-read (#213),to-read,,,,,,,0,,,,,
1673452,"Stark's War (Stark's War, #1)",John G. Hemry,"Hemry, John G.",Jack Campbell,441007155,9780441007158,0,3.79,Ace,Paperback,272,2000,2000,,2013/08/28,sci-fi,to-read (#53),to-read,,,,,,,0,,,,,
1249095,The Logic of Life: The Rational Economics of an Irrational World,Tim Harford,"Harford, Tim",,1400066425,9781400066421,0,3.79,Random House,Hardcover,213,2008,2008,,2016/01/29,math,to-read (#234),to-read,,,,,,,0,,,,,
20575446,In Real Life,Cory Doctorow,"Doctorow, Cory",Jen Wang,1596436581,9781596436589,0,3.79,First Second,Paperback,175,2014,2014,,2014/09/30,sci-fi,to-read (#118),to-read,,,,,,,0,,,,,
4025200,The Unincorporated Man,Dani Kollin,"Kollin, Dani",Eytan Kollin,765318997,9780765318992,0,3.8,Tor Books,Hardcover,479,2009,2009,,2012/08/12,sci-fi,to-read (#42),to-read,,,,,,,0,,,,,
6516450,What the Dog Saw and Other Adventures,Malcolm Gladwell,"Gladwell, Malcolm",,316078573,9780316078573,0,3.8,"Little, Brown and Company",Hardcover,444,2009,2009,,2016/01/29,math,to-read (#233),to-read,,,,,,,0,,,,,
616458,"Ranks of Bronze (Earth Legions, #1)",David Drake,"Drake, David",,671318330,9780671318338,0,3.8,Baen,Mass Market Paperback,320,2001,1986,,2012/03/18,sci-fi,to-read (#19),to-read,,,,,,,0,,,,,
20348955,The Synchronicity War Part 1,Dietmar Wehr,"Wehr, Dietmar",,,,0,3.8,Dietmar Arthur Wehr,Kindle Edition,287,2013,2013,,2016/01/28,sci-fi,to-read (#184),to-read,,,,,,,0,,,,,
13931214,"The Moon Dwellers (The Dwellers, #1)",David Estes,"Estes, David",,,,0,3.81,David Estes,Kindle Edition,369,2012,2012,,2016/01/28,sci-fi,to-read (#177),to-read,,,,,,,0,,,,,
223584,"Pearl Harbor: A Novel of December 8th (Pearl Harbor, #1)",Newt Gingrich,"Gingrich, Newt",William R. Forstchen,312363508,9780312363505,0,3.81,Thomas Dunne Books,Hardcover,366,2007,2007,,2012/03/17,military-history,to-read (#9),to-read,,,,,,,0,,,,,
77507,"Red Mars (Mars Trilogy, #1)",Kim Stanley Robinson,"Robinson, Kim Stanley",,553560735,9780553560732,0,3.82,Spectra,Mass Market Paperback,572,1993,1993,,2012/03/31,sci-fi,to-read (#25),to-read,,,,,,,0,,,,,
1557115,States of Matter,David Goodstein,"Goodstein, David",,048664927X,9780486649276,0,3.82,Dover Publications,Paperback,512,2014,2002,,2014/09/28,math,to-read (#116),to-read,,,,,,,0,,,,,
17910044,"Mentats of Dune (Schools of Dune, #2)",Brian Herbert,"Herbert, Brian",Kevin J. Anderson,765322749,9780765322746,0,3.82,Tor Books,Hardcover,448,2014,2014,,2014/01/17,sci-fi,to-read (#64),to-read,,,,,,,0,,,,,
19492853,The 40 Most Influential Christians . . . Who Shaped What We Believe Today,Daryl Aaron,"Aaron, Daryl",,,,0,3.82,Bethany House Publishers,Kindle Edition,305,2013,2013,,2016/01/28,philosophy,to-read (#175),to-read,,,,,,,0,,,,,
18490567,"Lock In (Lock In, #1)",John Scalzi,"Scalzi, John",,,,0,3.83,Tor Books,Kindle Edition,337,2014,2014,,2014/11/06,sci-fi,to-read (#131),to-read,,,,,,,0,,,,,
13707560,Naked Statistics: Stripping the Dread from the Data,Charles Wheelan,"Wheelan, Charles",,393071952,9780393071955,0,3.83,W. W. Norton & Company,Hardcover,260,2013,2012,,2013/08/26,math,to-read (#51),to-read,,,,,,,0,,,,,
23333068,The Neanderthal's Aunt,Gina DeMarco,"DeMarco, Gina",,1940419034,9781940419039,0,3.83,Sciencethrillers Media,Paperback,238,2014,2014,,2014/11/06,sci-fi,to-read (#124),to-read,,,,,,,0,,,,,
8935689,"Consider Phlebas (Culture, #1)",Iain M. Banks,"Banks, Iain M.",,1857231384,9781857231380,0,3.84,Orbit,Paperback,471,2005,1987,,2016/01/29,sci-fi,to-read (#228),to-read,,,,,,,0,,,,,
272545,The Outbreak of the Peloponnesian War ,Donald Kagan,"Kagan, Donald",,801495563,9780801495564,0,3.84,Cornell University Press,Paperback,440,1989,1969,,2016/01/29,military-history,to-read (#222),to-read,,,,,,,0,,,,,
19086685,"Arena Mode (The Arena Mode Saga, #1)",Blake Northcott,"Northcott, Blake","Jim Deley, Kiri Callaghan, J.D. Hunter, Amy Leigh Strickland, Dan Panosian, Mark McKenna, Natasha Allegri, Barry Kitson, Comic Book Girl 19",,,0,3.84,Noösphere Publishing,Kindle Edition,355,2014,2013,,2016/01/28,sci-fi,to-read (#167),to-read,,,,,,,0,,,,,
7815,The Year of Magical Thinking,Joan Didion,"Didion, Joan",,1400078431,9781400078431,0,3.84,Vintage,Paperback,227,2007,2005,,2011/12/02,math,to-read (#6),to-read,,,,,,,0,,,,,
22320,"Pattern Recognition (Blue Ant, #1)",William Gibson,"Gibson, William",,425198685,9780425198681,0,3.85,Berkley Publishing,Mass Market Paperback,367,2005,2003,,2016/01/29,math,to-read (#237),to-read,,,,,,,0,,,,,
18159,"The Art of Intrusion: The Real Stories Behind the Exploits of Hackers, Intruders & Deceivers",Kevin D. Mitnick,"Mitnick, Kevin D.",William L. Simon,471782661,9780471782667,0,3.85,John Wiley & Sons,Paperback,270,2006,2005,,2014/01/16,math,to-read (#60),to-read,,,,,,,0,,,,,
22471354,"The Heretic (Beyond the Wall, #1)",Lucas Bale,"Bale, Lucas",,,,0,3.85,Dark Matter Publishing,Paperback,192,2014,2014,,2016/01/28,sci-fi,to-read (#172),to-read,,,,,,,0,,,,,
18651791,Statistics,Boundless,"Boundless, Boundless",,,9781940464381,0,3.85,Boundless,Kindle Edition,600,2013,2013,,2014/06/19,math,to-read (#87),to-read,,,,,,,0,,,,,
2272880,The Drunkard's Walk: How Randomness Rules Our Lives,Leonard Mlodinow,"Mlodinow, Leonard",,375424040,9780375424045,0,3.86,Pantheon,Hardcover,252,2008,2008,,2013/08/26,math,to-read (#49),to-read,,,,,,,0,,,,,
367882,"Supreme Command: Soldiers, Statesmen, and Leadership in Wartime",Eliot A. Cohen,"Cohen, Eliot A.",,1400034043,9781400034048,0,3.87,Anchor Books,Paperback,320,2003,2002,,2016/01/29,military-history,to-read (#201),to-read,,,,,,,0,,,,,
