Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
22434154,Hacker For Hire (Ted Higuera Series Book 2),Pendelton Wallace,"Wallace, Pendelton",,,,0,3.88,Victory Press,Kindle Edition,335,2014,2014,,2016/01/28,gen,to-read (#180),to-read,,,,,,,0,,,,,
1536419,Killing Rommel,Steven Pressfield,"Pressfield, Steven",,385519702,9780385519700,0,3.88,Broadway,Hardcover,320,2008,2008,,2016/01/29,military-history,to-read (#239),to-read,,,,,,,0,,,,,
350,Stranger in a Strange Land,Robert A. Heinlein,"Heinlein, Robert A.",,441788386,9780441788385,0,3.89,Ace,Paperback,528,1991,1961,,2012/03/17,sci-fi,to-read (#10),to-read,,,,,,,0,,,,,
23168809,"The End of All Things (Old Man's War, #6)",John Scalzi,"Scalzi, John",,765376075,9780765376077,0,3.89,Tor Books,Hardcover,380,2015,2015,,2015/05/27,sci-fi,to-read (#153),to-read,,,,,,,0,,,,,
19229374,"The Hidden Brain: How Our Unconscious Minds Elect Presidents, Control Markets, Wage Wars, and Save Our Lives",Shankar Vedantam,"Vedantam, Shankar",,,,0,3.89,Spiegel & Grau,Kindle Edition,290,2009,2009,,2015/02/04,math,to-read (#142),to-read,,,,,,,0,,,,,
208054,Discourse on Metaphysics & Other Essays,Gottfried Wilhelm Leibniz,"Leibniz, Gottfried Wilhelm","Roger Ariew, Daniel Garber",872201325,9780872201323,0,3.89,"Hackett Publishing Company, Inc.",Paperback,96,1991,1686,,2016/01/29,philosophy,to-read (#220),to-read,,,,,,,0,,,,,
20729830,No Man's Land: Fiction from a World at War,Pete Ayrton,"Ayrton, Pete",,1605986496,9781605986494,0,3.9,Pegasus,Paperback,504,2014,2014,,2014/08/23,military-history,to-read (#100),to-read,,,,,,,0,,,,,
17319013,Origins,Mark Henrikson,"Henrikson, Mark",,,,0,3.9,Mark Henrikson,Kindle Edition,276,2013,2012,,2016/01/28,sci-fi,to-read (#181),to-read,,,,,,,0,,,,,
7235066,CEH Certified Ethical Hacker Study Guide,Kimberly Graves,"Graves, Kimberly",,470525207,9780470525203,0,3.91,Sybex,Paperback,432,2010,2010,,2012/08/25,math,to-read (#43),to-read,,,,,,,0,,,,,
13151129,"Earth Unaware (The First Formic War, #1)",Orson Scott Card,"Card, Orson Scott",Aaron Johnston,765329042,9780765329042,0,3.91,Tor Books,Hardcover,368,2012,2012,,2014/10/01,sci-fi,to-read (#121),to-read,,,,,,,0,,,,,
25350,"Out of the Silent Planet (Space Trilogy, #1)",C.S. Lewis,"Lewis, C.S.",,7157150,9780007157150,0,3.91,HarperCollins Publishers,Paperback,224,2005,1938,,2012/06/30,sci-fi,to-read (#35),to-read,,,,,,,0,,,,,
211972,The Utility of Force: The Art of War in the Modern World,Rupert  Smith,"Smith, Rupert",,307265625,9780307265623,0,3.92,Knopf,Hardcover,448,2007,2005,,2016/01/29,military-history,to-read (#200),to-read,,,,,,,0,,,,,
2381785,The Last Centurion,John Ringo,"Ringo, John",,1416555536,9781416555537,0,3.92,Baen,Hardcover,448,2008,2008,,2015/10/27,sci-fi,to-read (#157),to-read,,,,,,,0,,,,,
20874139,I Am Livia,Phyllis T. Smith,"Smith, Phyllis T.",,,,0,3.92,Lake Union Publishing,Kindle Edition,391,2014,2011,,2014/06/19,gen,to-read (#86),to-read,,,,,,,0,,,,,
23148593,"Potatoes, Come Forth!",H. Jonas Rhynedahll,"Rhynedahll, H. Jonas",,990478106,9780990478102,0,3.92,Rhynedahll Software,Paperback,330,2014,2011,,2014/10/01,fun,to-read (#120),to-read,,,,,,,0,,,,,
14050,The Time Traveler's Wife,Audrey Niffenegger,"Niffenegger, Audrey",,965818675,9780965818674,0,3.93,MacAdam/Cage,Paperback,528,2003,2003,,2011/12/02,sci-fi,to-read (#1),to-read,,,,,,,0,,,,,
23114336,The Last Infection,Michael W. Garza,"Garza, Michael W.",,1925047954,9781925047950,0,3.93,Severed Press,Paperback,214,2014,2014,,2014/11/08,sci-fi,to-read (#132),to-read,,,,,,,0,,,,,
17841838,"The Outer Limits of Reason: What Science, Mathematics, and Logic Cannot Tell Us",Noson S. Yanofsky,"Yanofsky, Noson S.",,262019353,9780262019354,0,3.94,Mit Press,Hardcover,403,2013,2013,,2016/01/29,math,to-read (#209),to-read,,,,,,,0,,,,,
18079705,"The Flight of the Silvers (Silvers, #1)",Daniel Price,"Price, Daniel",,399164987,9780399164989,0,3.95,Blue Rider Press,Hardcover,608,2014,2014,,2014/04/09,sci-fi,to-read (#74),to-read,,,,,,,0,,,,,
284658,"Trading in Danger (Vatta's War, #1)",Elizabeth Moon,"Moon, Elizabeth",,345447611,9780345447616,0,3.95,Del Rey,Paperback,357,2004,2003,,2012/12/04,sci-fi,to-read (#46),to-read,,,,,,,0,,,,,
7081,The Android's Dream,John Scalzi,"Scalzi, John",,765309416,9780765309419,0,3.96,Tor Books,Hardcover,396,2006,2006,,2016/01/29,sci-fi,to-read (#236),to-read,,,,,,,0,,,,,
319006,At Home in the Universe: The Search for the Laws of Self-Organization and Complexity,Stuart A. Kauffman,"Kauffman, Stuart A.",,195111303,9780195111309,0,3.96,"Oxford University Press, USA",Paperback,336,1996,1995,,2016/01/29,math,to-read (#230),to-read,,,,,,,0,,,,,
528362,"A Hymn Before Battle (Posleen War, #1)",John Ringo,"Ringo, John",,1416533214,9781416533214,0,3.98,Baen Books,Paperback,467,2006,2000,,2012/03/18,sci-fi,to-read (#16),to-read,,,,,,,0,,,,,
18490707,"Earth Awakens (The First Formic War, #3)",Orson Scott Card,"Card, Orson Scott",Aaron Johnston,765329069,9780765329066,0,3.98,Tor Books,Hardcover,400,2014,2014,,2014/05/30,sci-fi,to-read (#79),to-read,,,,,,,0,,,,,
16059350,"Earth Afire (The First Formic War, #2)",Orson Scott Card,"Card, Orson Scott",Aaron Johnston,765329050,9780765329059,0,3.98,Tor Books,Hardcover,399,2013,2013,,2014/10/01,sci-fi,to-read (#122),to-read,,,,,,,0,,,,,
7937510,Naked Economics: Undressing the Dismal Science,Charles Wheelan,"Wheelan, Charles",Burton G. Malkiel,393337642,9780393337648,0,3.98,W. W. Norton & Company,Paperback,384,2010,2002,,2016/01/29,math,to-read (#212),to-read,,,,,,,0,,,,,
18114068,Redeployment,Phil Klay,"Klay, Phil",,1594204993,9781594204999,0,3.98,Penguin Press,Hardcover,288,2014,2014,,2014/12/23,military-history,to-read (#136),to-read,,,,,,,0,,,,,
61539,The Structure of Scientific Revolutions,Thomas S. Kuhn,"Kuhn, Thomas S.",,226458083,9780226458083,0,3.98,University of Chicago Press,Paperback,226,1996,1962,,2012/06/30,math,to-read (#36),to-read,,,,,,,0,,,,,
23766830,Ad Astra,Jack Campbell,"Campbell, Jack",,162567032X,9781625670328,0,3.98,"Jabberwocky Literary Agency, Inc.",Paperback,197,2014,2013,,2014/12/30,sci-fi,to-read (#138),to-read,,,,,,,0,,,,,
15790894,"Fortune's Pawn (Paradox, #1)",Rachel Bach,"Bach, Rachel",,316221112,9780316221115,0,3.99,Orbit,Paperback,320,2013,2013,,2016/01/29,sci-fi,to-read (#242),to-read,,,,,,,0,,,,,
910863,"Spin (Spin, #1)",Robert Charles Wilson,"Wilson, Robert Charles",,076534825X,9780765348258,0,4,Tor Science Fiction,Mass Market Paperback,458,2006,2005,,2016/01/29,sci-fi,to-read (#192),to-read,,,,,,,0,,,,,
13542832,"Tarnished Knight (The Lost Stars, #1)",Jack Campbell,"Campbell, Jack",,1937077829,9781937077822,0,4,Ace Hardcover/Berkley,Hardcover,390,2012,2012,,2016/01/29,sci-fi,to-read (#190),to-read,,,,,,,0,,,,,
665134,The (Mis)Behavior of Markets,Benoît B. Mandelbrot,"Mandelbrot, Benoît B.",Richard L. Hudson,465043550,9780465043552,0,4,Basic Books,Hardcover,352,2004,1997,,2014/01/31,math,to-read (#66),to-read,,,,,,,0,,,,,
5597902,Complexity: A Guided Tour,Melanie Mitchell,"Mitchell, Melanie",,195124413,9780195124415,0,4,"Oxford University Press, USA",Hardcover,349,2009,2009,,2014/06/09,math,to-read (#81),to-read,,,,,,,0,,,,,
13058637,Subliminal: How Your Unconscious Mind Rules Your Behavior,Leonard Mlodinow,"Mlodinow, Leonard",,307378217,9780307378217,0,4,Pantheon,Hardcover,260,2012,2012,,2013/08/26,math,to-read (#50),to-read,,,,,,,0,,,,,
1440148,"Little Fuzzy (Fuzzy Sapiens, #1)",H. Beam Piper,"Piper, H. Beam",,843959118,9780843959116,0,4,Cosmos Books,Mass Market,252,2007,1962,,2016/01/29,sci-fi,to-read (#226),to-read,,,,,,,0,,,,,
1060412,"Achtung-Panzer!: The Development of Armoured Forces, Their Tactics and Operational Potential",Heinz Guderian,"Guderian, Heinz",,1854092820,9781854092823,0,4,Arms & Armour Press,Paperback,220,1995,1937,,2016/01/29,military-history,to-read (#199),to-read,,,,,,,0,,,,,
8730339,Scenario Planning - Revised and Updated Edition: The Link Between Future and Strategy,Mats Lindgren,"Lindgren, Mats",Hans Bandhold,230579191,9780230579194,0,4,Palgrave Macmillan,Hardcover,200,2009,2009,,2014/06/19,military-history,to-read (#89),to-read,,,,,,,0,,,,,
49628,Cloud Atlas,David Mitchell,"Mitchell, David",,375507256,9780375507250,0,4.01,Random House,Paperback,509,2004,2004,,2012/09/04,sci-fi,to-read (#45),to-read,,,,,,,0,,,,,
98361,Soldiers and Ghosts: A History of Battle in Classical Antiquity,J.E. Lendon,"Lendon, J.E.",,300119798,9780300119794,0,4.01,Yale University Press,Paperback,480,2006,2005,,2016/01/29,military-history,to-read (#198),to-read,,,,,,,0,,,,,
617661,Delta Force: The Army's Elite Counterterrorist Unit,Charlie A. Beckwith,"Beckwith, Charlie A.",Donald Knox,380809397,9780380809394,0,4.01,Avon,Paperback,384,2000,1983,,2016/01/29,military-history,to-read (#203),to-read,,,,,,,0,,,,,
8520610,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,"Cain, Susan",,307352145,9780307352149,0,4.01,Crown,Hardcover,352,2012,2012,,2012/07/15,math,to-read (#41),to-read,,,,,,,0,,,,,
337123,Complexity: The Emerging Science at the Edge of Order and Chaos,M. Mitchell Waldrop,"Waldrop, M. Mitchell",,671872346,9780671872342,0,4.02,Simon & Schuster,Paperback,384,1993,1992,,2016/01/29,math,to-read (#208),to-read,,,,,,,0,,,,,
38315,Fooled by Randomness: The Hidden Role of Chance in Life and in the Markets,Nassim Nicholas Taleb,"Taleb, Nassim Nicholas",,812975219,9780812975215,0,4.02,Random House Trade Paperbacks,Paperback,368,2005,2001,,2014/10/01,math,to-read (#123),to-read,,,,,,,0,,,,,
74821,"Day by Day Armageddon (Day by Day Armageddon,#1)",J.L. Bourne,"Bourne, J.L.",,1411608313,9781411608313,0,4.02,Lulu.com,Paperback,260,2004,2004,,2012/03/18,sci-fi,to-read (#17),to-read,,,,,,,0,,,,,
20345049,Goodnight Brew: A Parody for Beer People,Karla Oceanak,"Oceanak, Karla",Allie Ogg,1934649503,9781934649503,0,4.02,Bailiwick Press,Hardcover,32,2014,2014,,2014/08/23,fun,to-read (#94),to-read,,,,,,,0,,,,,
24983,"Doomsday Book (Oxford Time Travel, #1)",Connie Willis,"Willis, Connie",,553562738,9780553562736,0,4.03,Bantam Spectra,Mass Market Paperback,578,1992,1992,,2012/03/27,sci-fi,to-read (#23),to-read,,,,,,,0,,,,,
3348656,The Accidental Guerrilla: Fighting Small Wars in the Midst of a Big One,David Kilcullen,"Kilcullen, David",,195368347,9780195368345,0,4.03,"Oxford University Press, Inc.",Hardcover,346,2009,2009,,2013/12/16,military-history,to-read (#55),to-read,,,,,,,0,,,,,
23470865,Angles of Attack,Marko Kloos,"Kloos, Marko",,1477828311,9781477828311,0,4.04,47North,Paperback,338,2015,2015,,2015/03/29,sci-fi,to-read (#144),to-read,,,,,,,0,,,,,
4502877,"Midnight Sun (Twilight, #1.5)",Stephenie Meyer,"Meyer, Stephenie",,,,0,4.04,,ebook,264,2008,2008,,2011/12/02,sci-fi,to-read (#3),to-read,,,,,,,0,,,,,
100365,"The Mote in God's Eye (Moties, #1)",Larry Niven,"Niven, Larry",Jerry Pournelle,156865054X,9781568650548,0,4.05,Spectrum Literary Agency,ebook,596,2011,1974,,2012/03/18,sci-fi,to-read (#15),to-read,,,,,,,0,,,,,
25349323,"Can Long Endure (The End of All Things, #3)",John Scalzi,"Scalzi, John",,,,0,4.05,Tor Books,Kindle Edition,150,2015,2015,,2015/05/27,sci-fi,to-read (#151),to-read,,,,,,,0,,,,,
12319,Basic Writings of Nietzsche,Friedrich Nietzsche,"Nietzsche, Friedrich","Walter Kaufmann, Peter Gay",679783393,9780679783398,0,4.06,"Random House, Inc.",Paperback,862,2000,1967,,2016/01/29,philosophy,to-read (#218),to-read,,,,,,,0,,,,,
24602227,ATLAS 3,Isaac Hooke,"Hooke, Isaac",,1477828672,9781477828670,0,4.06,47North,Paperback,483,2015,2015,,2015/05/27,sci-fi,to-read (#148),to-read,,,,,,,0,,,,,
41821,The Gods Themselves,Isaac Asimov,"Asimov, Isaac",,1857989341,9781857989342,0,4.06,Millenium,Paperback,288,2000,1972,,2012/03/18,sci-fi,to-read (#14),to-read,,,,,,,0,,,,,
12753230,"On Silver Wings (Hayden War Cycle, #1)",Evan C. Currie,"Currie, Evan C.",,,,0,4.06,,Kindle Edition,255,2011,2011,,2016/01/29,sci-fi,to-read (#194),to-read,,,,,,,0,,,,,
254024,Panzer Leader,Heinz Guderian,"Guderian, Heinz","B.H. Liddell Hart, Kenneth John Macksey",306811014,9780306811012,0,4.07,Da Capo Press,Paperback,552,2001,1950,,2013/12/16,military-history,to-read (#54),to-read,,,,,,,0,,,,,
19395553,Our Mathematical Universe: My Quest for the Ultimate Nature of Reality,Max Tegmark,"Tegmark, Max",,1846144760,9781846144769,0,4.07,Allen Lane,Hardcover,432,2014,2013,,2015/10/27,math,to-read (#158),to-read,,,,,,,0,,,,,
18465875,Countdown to Zero Day: Stuxnet and the Launch of the World's First Digital Weapon,Kim Zetter,"Zetter, Kim",,077043617X,9780770436179,0,4.07,Crown,Hardcover,406,2014,2014,,2014/09/10,math,to-read (#109),to-read,,,,,,,0,,,,,
19225603,Those Who Dare (Raiding Forces Book 1),Phil Ward,"Ward, Phil",,,9781608320684,0,4.07,Greenleaf Book Group Press,Kindle Edition,381,2010,2010,,2016/01/28,military-history,to-read (#161),to-read,,,,,,,0,,,,,
414999,Childhood's End,Arthur C. Clarke,"Clarke, Arthur C.",,345347951,9780345347954,0,4.07,Del Rey,Mass Market Paperback,224,1987,1953,,2012/03/31,sci-fi,to-read (#24),to-read,,,,,,,0,,,,,
619590,Bayesian Data Analysis,Andrew Gelman,"Gelman, Andrew","John B. Carlin, Hal S. Stern, Donald B. Rubin",158488388X,9781584883883,0,4.08,CRC Press,Hardcover,696,2003,1995,,2016/01/29,math,to-read (#225),to-read,,,,,,,0,,,,,
23986884,"The Dawn: Omnibus edition (A Dystopian Science Fiction, Post Apocalyptic Series): A dystopian Sci-Fi series",Michelle Muckley,"Muckley, Michelle",,,,0,4.08,,Kindle Edition,629,2014,2014,,2016/01/28,sci-fi,to-read (#169),to-read,,,,,,,0,,,,,
2429135,"The Girl with the Dragon Tattoo (Millennium, #1)",Stieg Larsson,"Larsson, Stieg",Reg Keeland,307269752,9780307269751,0,4.08,Knopf,Hardcover,465,2008,2005,,2011/12/02,gen,to-read (#2),to-read,,,,,,,0,,,,,
3228917,Outliers: The Story of Success,Malcolm Gladwell,"Gladwell, Malcolm",,316017922,9780316017923,0,4.08,"Little, Brown and Company",Hardcover,309,2008,2008,,2015/02/11,math,to-read (#143),to-read,,,,,,,0,,,,,
18130,"A Wind in the Door (A Wrinkle in Time Quintet, #2)",Madeleine L'Engle,"L'Engle, Madeleine",,,9780440487616,0,4.08,Dell Laurel-Leaf,Mass Market Paperback,203,1976,1973,,2012/06/30,sci-fi,to-read (#34),to-read,,,,,,,0,,,,,
22957597,Frozen Hairstyles: The Ultimate Guide to Anna and Elsa's Hairstyles,Edda Usa Editorial Team,"Team, Edda Usa Editorial",,1940787092,9781940787091,0,4.08,Edda USA,Paperback,72,2014,2014,,2014/09/28,gen,to-read (#111),to-read,,,,,,,0,,,,,
18051086,Steve Jobs,Walter Isaacson,"Isaacson, Walter",,1451648545,9781451648546,0,4.09,Simon & Schuster,Paperback,656,2013,2011,,2014/06/19,gen,to-read (#90),to-read,,,,,,,0,,,,,
55203,"The Mask of Command: Alexander the Great, Wellington, Ulysses S. Grant, Hitler, and the Nature of Leadership",John Keegan,"Keegan, John",,140114068,9780140114065,0,4.09,Penguin Books,Paperback,400,1988,1987,,2016/01/29,military-history,to-read (#196),to-read,,,,,,,0,,,,,
18443922,The Paradox Initiative,Alydia Rackham,"Rackham, Alydia",,149221583X,9781492215837,0,4.09,Createspace,Paperback,260,2013,2013,,2014/03/04,sci-fi,to-read (#70),to-read,,,,,,,0,,,,,
24972,"The Sickness Unto Death (Kierkegaard's Writings, Vol 19)",Søren Kierkegaard,"Kierkegaard, Søren","Edna Hatlestad Hong, Howard Vincent Hong",691020280,9780691020280,0,4.09,Princeton University Press,Paperback,201,1983,1849,,2012/06/30,philosophy,to-read (#37),to-read,,,,,,,0,,,,,
47281,Number the Stars,Lois Lowry,"Lowry, Lois",,440227534,9780440227533,0,4.09,Laurel Leaf,Mass Market Paperback,137,1998,1989,,2011/12/03,sci-fi,to-read (#7),to-read,,,,,,,0,,,,,
4407,"American Gods (American Gods, #1)",Neil Gaiman,"Gaiman, Neil",,747263744,9780747263746,0,4.1,Headline Review,Paperback,635,2005,2001,,2014/04/24,sci-fi,to-read (#77),to-read,,,,,,,0,,,,,
17618384,"Forging Zero (The Legend of ZERO, #1)",Sara  King,"King, Sara",,,,0,4.1,Parasite Publications,Kindle Edition,610,2013,2013,,2013/08/26,sci-fi,to-read (#48),to-read,,,,,,,0,,,,,
13376,"The House of the Scorpion (Matteo Alacran, #1)",Nancy Farmer,"Farmer, Nancy",,689852231,9780689852237,0,4.1,Atheneum Books for Young Readers,Paperback,380,2004,2002,,2012/03/18,sci-fi,to-read (#21),to-read,,,,,,,0,,,,,
8855321,"Leviathan Wakes (Expanse, #1)",James S.A. Corey,"Corey, James S.A.",,1841499889,9781841499888,0,4.11,Orbit,Paperback,561,2011,2011,,2016/01/29,sci-fi,to-read (#195),to-read,,,,,,,0,,,,,
22704234,War Stories: New Military Science Fiction,Jaym Gates,"Gates, Jaym",Andrew Liptak,1937009262,9781937009267,0,4.11,Apex Publications,Paperback,360,2014,2014,,2014/09/28,sci-fi,to-read (#115),to-read,,,,,,,0,,,,,
20819434,Immortal Tyranny (The Judas Chronicles Book 5),Aiden James,"James, Aiden",,,,0,4.11,Manor House Books,Kindle Edition,195,2014,2014,,2016/01/28,sci-fi,to-read (#187),to-read,,,,,,,0,,,,,
284369,Computers and Intractability: A Guide to the Theory of NP-Completeness,Michael R. Garey,"Garey, Michael R.",David S. Johnson,716710455,9780716710455,0,4.12,W. H. Freeman,Paperback,340,1979,1979,,2016/01/29,math,to-read (#216),to-read,,,,,,,0,,,,,
41811,"The Caves of Steel (Robot, #1)",Isaac Asimov,"Asimov, Isaac",,586008357,9780586008355,0,4.12,Voyager,Mass Market Paperback,206,1997,1954,,2012/03/18,sci-fi,to-read (#12),to-read,,,,,,,0,,,,,
9260507,5 Very Good Reasons to Punch a Dolphin in the Mouth and Other Useful Guides,Matthew Inman,"Inman, Matthew",,1449401163,9781449401160,0,4.12,Andrews McMeel Publishing,Paperback,160,2011,2010,,2016/01/29,fun,to-read (#221),to-read,,,,,,,0,,,,,
695429,Gödel's Proof,Ernest Nagel,"Nagel, Ernest","James Roy Newman, Douglas R. Hofstadter",814758169,9780814758168,0,4.12,New York University Press,Hardcover,129,2001,1958,,2012/06/30,math,to-read (#39),to-read,,,,,,,0,,,,,
77711,"A Fire Upon the Deep (Zones of Thought, #1)",Vernor Vinge,"Vinge, Vernor",,812515285,9780812515282,0,4.13,Tor Science Fiction,Mass Market Paperback,613,1993,1992,,2012/03/18,sci-fi,to-read (#13),to-read,,,,,,,0,,,,,
558059,The Fractal Geometry of Nature,Benoît B. Mandelbrot,"Mandelbrot, Benoît B.",,716711869,9780716711865,0,4.13,Times Books,Hardcover,480,1982,1977,,2016/01/29,math,to-read (#207),to-read,,,,,,,0,,,,,
22808070,Insurgency,Kurt Schuett,"Schuett, Kurt",,162827932X,9781628279320,0,4.13,Bad Day Books,Paperback,296,2014,2014,,2014/09/10,military-history,to-read (#110),to-read,,,,,,,0,,,,,
808164,Science of Logic,Georg Wilhelm Friedrich Hegel,"Hegel, Georg Wilhelm Friedrich",A.V. Miller,1573922803,9781573922807,0,4.14,Prometheus Books,Paperback,844,1998,1816,,2016/01/29,math,to-read (#219),to-read,,,,,,,0,,,,,
23008136,Things to Make and Do in the Fourth Dimension,Matt Parker,"Parker, Matt",,,9781846147647,0,4.14,Particular Books,Hardcover,455,2014,2014,,2016/01/29,math,to-read (#206),to-read,,,,,,,0,,,,,
6713634,"Live Free or Die (Troy Rising, #1)",John Ringo,"Ringo, John",,1439133328,9781439133323,0,4.14,Baen,Hardcover,404,2010,2010,,2012/03/18,sci-fi,to-read (#22),to-read,,,,,,,0,,,,,
888620,Ominous Parallels,Leonard Peikoff,"Peikoff, Leonard",,452011175,9780452011175,0,4.14,Plume,Paperback,352,1983,1982,,2016/01/29,sci-fi,to-read (#217),to-read,,,,,,,0,,,,,
18938872,"The Preacher's Daughter (Annie's People, #1)",Beverly  Lewis,"Lewis, Beverly",,,,0,4.14,Bethany House Publishers,Kindle Edition,352,2005,2005,,2016/01/28,sci-fi,to-read (#186),to-read,,,,,,,0,,,,,
558194,Naive Set Theory,Paul R. Halmos,"Halmos, Paul R.",,387900926,9780387900926,0,4.14,Springer,Hardcover,104,1974,1960,,2016/01/29,math,to-read (#204),to-read,,,,,,,0,,,,,
61621,Gray Hat Hacking: The Ethical Hacker's Handbook,Allen Harper,"Harper, Allen","Chris Eagle, Shon Harris",72257091,9780072257090,0,4.15,McGraw-Hill/Osborne Media,Paperback,434,2004,2004,,2012/06/17,math,to-read (#33),to-read,,,,,,,0,,,,,
20696044,Band of Giants: The Amateur Soldiers Who Won America's Independence,Jack Kelly,"Kelly, Jack",,1137278773,9781137278777,0,4.15,St. Martin's Press,Hardcover,288,2014,2014,,2014/08/23,military-history,to-read (#101),to-read,,,,,,,0,,,,,
22999934,Dell Zero,Carol Ervin,"Ervin, Carol",,692269495,9780692269497,0,4.15,Carol L Ervin,Paperback,234,2014,2014,,2014/08/23,gen,to-read (#95),to-read,,,,,,,0,,,,,
6138606,"The Seeker (The Host, #2)",Stephenie Meyer,"Meyer, Stephenie",,,,0,4.16,,Hardcover,300,,,,2012/03/17,sci-fi,to-read (#8),to-read,,,,,,,0,,,,,
3109,The Omnivore's Dilemma: A Natural History of Four Meals,Michael Pollan,"Pollan, Michael",,1594200823,9781594200823,0,4.17,The Penguin Press,Hardcover,451,2006,2006,,2012/04/20,math,to-read (#27),to-read,,,,,,,0,,,,,
299215,The Road to Serfdom,Friedrich Hayek,"Hayek, Friedrich",,226320618,9780226320618,0,4.17,University Of Chicago Press,Paperback,274,1994,1944,,2012/06/30,philosophy,to-read (#38),to-read,,,,,,,0,,,,,
250838,Infantry Attacks,Erwin Rommel,"Rommel, Erwin",Manfred Rommel,1853677078,9781853677076,0,4.17,Greenhill Books,Paperback,256,2006,1937,,2013/12/16,military-history,to-read (#56),to-read,,,,,,,0,,,,,
25349318,"This Hollow Union (The End of All Things, #2)",John Scalzi,"Scalzi, John",,,,0,4.17,Tor Books,Kindle Edition,150,2015,2015,,2015/05/27,sci-fi,to-read (#150),to-read,,,,,,,0,,,,,
6892870,"The Girl Who Kicked the Hornet's Nest (Millennium, #3)",Stieg Larsson,"Larsson, Stieg",Reg Keeland,030726999X,9780307269997,0,4.18,Knopf,Hardcover,563,2010,2007,,2011/12/02,gen,to-read (#4),to-read,,,,,,,0,,,,,
827,"The Diamond Age: or, A Young Lady's Illustrated Primer",Neal Stephenson,"Stephenson, Neal",,553380966,9780553380965,0,4.18,Spectra,Paperback,499,2000,1995,,2014/12/22,sci-fi,to-read (#135),to-read,,,,,,,0,,,,,
77566,Hyperion (Hyperion Cantos #1),Dan Simmons,"Simmons, Dan",,553283685,9780553283686,0,4.18,Bantam Spectra,Mass Market Paperback,483,1990,1989,,2016/01/29,sci-fi,to-read (#238),to-read,,,,,,,0,,,,,
23131009,Gene. Sys.,Aaron Denius Garcia,"Garcia, Aaron Denius",,1502743043,9781502743046,0,4.18,Createspace Independent Publishing Platform,Paperback,360,2014,2014,,2014/11/06,sci-fi,to-read (#127),to-read,,,,,,,0,,,,,
61619,Hacking: The Art of Exploitation,Jon Erickson,"Erickson, Jon",,1593270070,9781593270070,0,4.18,No Starch Press,Paperback,241,2004,2003,,2012/06/17,math,to-read (#32),to-read,,,,,,,0,,,,,
25361472,"To Stand or Fall (The End of All Things, #4)",John Scalzi,"Scalzi, John",,,,0,4.18,Tor Books,Kindle Edition,91,2015,2015,,2015/05/27,sci-fi,to-read (#152),to-read,,,,,,,0,,,,,
116185,Journey through Genius: The Great Theorems of Mathematics,William Dunham,"Dunham, William",,014014739X,9780140147391,0,4.19,Penguin Books,Paperback,320,1991,1990,,2016/01/29,math,to-read (#205),to-read,,,,,,,0,,,,,
5553,Six Easy Pieces: Essentials of Physics By Its Most Brilliant Teacher,Richard Feynman,"Feynman, Richard",,465023924,9780465023929,0,4.19,Basic Books,Paperback,138,2005,1962,,2012/04/20,math,to-read (#28),to-read,,,,,,,0,,,,,
5060378,"The Girl Who Played with Fire (Millennium, #2)",Stieg Larsson,"Larsson, Stieg",Reg Keeland,307269981,9780307269980,0,4.2,Alfred A. Knopf,Hardcover,503,2009,2006,,2011/12/02,gen,to-read (#5),to-read,,,,,,,0,,,,,
13720511,Willful Ignorance: The Mismeasure of Uncertainty,Herbert I. Weisberg,"Weisberg, Herbert I.",,470890444,9780470890448,0,4.2,Wiley,Paperback,456,2014,2014,,2014/09/28,math,to-read (#112),to-read,,,,,,,0,,,,,
